CUST_ID	BALANCE	BALANCE_FREQUENCY	PURCHASES	ONEOFF_PURCHASES	INSTALLMENTS_PURCHASES	CASH_ADVANCE	PURCHASES_FREQUENCY	ONEOFF_PURCHASES_FREQUENCY	PURCHASES_INSTALLMENTS_FREQUENCY	CASH_ADVANCE_FREQUENCY	CASH_ADVANCE_TRX	PURCHASES_TRX	CREDIT_LIMIT	PAYMENTS	MINIMUM_PAYMENTS	PRC_FULL_PAYMENT	TENURE
C11851	291.991838	1	2971.56	1671.6	1299.96	0	0.916667	0.333333	0.833333	0	0	31	13500	2238.594868	171.648662	1	12
C11852	2929.747983	1	376.04	222	154.04	0	0.5	0.083333	0.5	0	0	8	3000	1037.958748	1405.916655	0	12
C11853	16.005542	0.272727	151.33	151.33	0	0	0.166667	0.166667	0	0	0	3	5000	450.83685	132.752406	0.5	12
C11854	6937.806466	1	339.75	0	339.75	0	0.25	0	0.25	0	0	3	10500	2163.154746	3228.084937	0	12
C11855	7888.028118	1	0	0	0	1282.985376	0	0	0	0.333333	7	0	12000	1685.554741	2145.585863	0	12
C11856	1020.292184	1	1788.1	921.1	867	0	0.833333	0.25	0.833333	0	0	22	1500	492.184722	745.734369	0	12
C11857	4751.924842	1	1394.93	576.13	818.8	0	1	0.333333	1	0	0	37	5000	2635.439016	4247.46441	0	12
C11858	2270.955171	1	25.26	25.26	0	452.803657	0.083333	0.083333	0	0.25	3	1	3100	503.196519	815.400611	0	12
C11859	2377.759245	1	0	0	0	943.90775	0	0	0	0.416667	6	0	6500	4119.519203	955.260042	0	12
C11860	1473.902933	1	0	0	0	163.855122	0	0	0	0.333333	4	0	1500	340.239419	517.593629	0	12
C11861	6853.020124	1	0	0	0	2529.901587	0	0	0	0.5	9	0	7500	1863.404442	2228.516092	0	12
C11862	1527.644591	1	0	0	0	210.417767	0	0	0	0.166667	3	0	1700	540.406147	508.668881	0	12
C11863	1611.475175	1	807.72	0	807.72	0	1	0	1	0	0	36	1500	1019.454819	2134.562981	0	12
C11864	344.591662	0.363636	519	519	0	2865.942873	0.083333	0.083333	0	0.166667	6	1	4000	663.651176	69.241728	0	12
C11865	2021.641161	1	363.18	363.18	0	0	1	1	0	0	0	13	2000	704.24077	795.859808	0	12
C11866	102.228073	1	1074.29	249.21	825.08	0	1	0.166667	1	0	0	21	5000	1075.317643	188.241729	0.083333	12
C11867	1407.26415	0.909091	151.64	151.64	0	0	0.090909	0.090909	0	0	0	1	1500	337.890842	337.424016	0	11
C11868	2158.419812	1	154.53	115.8	38.73	879.540473	0.375	0.25	0.375	0.25	8	8	2500	664.112193	459.980824	0	8
C11869	1492.433396	1	99.75	34.32	65.43	0	0.083333	0.083333	0.083333	0	0	3	6000	2224.187609	382.929831	0.083333	12
C11870	5193.661885	1	0	0	0	1682.146822	0	0	0	0.583333	9	0	5500	2422.095104	2233.338791	0	12
C11871	1885.547591	1	0	0	0	3197.181617	0	0	0	0.25	11	0	8000	8559.584636	755.628834	0.166667	12
C11872	54.842927	1	105	105	0	0	0.083333	0.083333	0	0	0	1	4000	329.582826	174.978044	0	12
C11873	2125.107734	1	663.04	663.04	0	1953.192558	0.75	0.75	0	0.083333	2	24	2500	560.757972	447.234777	0	12
C11874	102.832194	1	1067.85	669.21	398.64	0	1	0.583333	1	0	0	21	10000	1480.49182	147.450493	0.545455	12
C11875	1628.609633	1	1340.83	695.04	645.79	0	0.666667	0.416667	0.5	0	0	28	2000	586.263693	1190.488094	0	12
C11876	1733.68291	1	100	100	0	270.57595	0.083333	0.083333	0	0.333333	6	1	1700	689.279807	1101.99844	0	12
C11877	9303.557117	1	6133.01	4045.67	2087.34	1895.60877	1	1	1	0.833333	23	115	12500	4054.579469	2998.465025	0	12
C11878	3541.960207	1	0	0	0	1853.517071	0	0	0	0.166667	2	0	4000	789.692304	941.569	0	12
C11879	1.420316	0.090909	0	0	0	94.535691	0	0	0	0.083333	1	0	1200	0		0	12
C11880	2447.783112	1	431.96	290	141.96	0	0.583333	0.166667	0.416667	0	0	9	2500	740.165746	1096.264703	0	12
C11881	94.280326	1	846.06	312.4	533.66	0	1	0.166667	0.916667	0	0	21	9000	922.71497	171.595701	0.75	12
C11882	1628.591333	1	361	0	361	291.278909	0.833333	0	0.75	0.166667	2	20	1800	1018.197785	684.453198	0	12
C11883	396.667584	1	2559.41	2469.41	90	0	0.5	0.333333	0.166667	0	0	8	4000	827.889811	188.185292	0	12
C11884	5036.762745	1	3393.73	1702.72	1691.01	0	1	0.833333	1	0	0	71	10000	1331.175753	1206.79054	0	12
C11885	248.243958	0.272727	0	0	0	1423.527628	0	0	0	0.166667	3	0	3500	181.018701	341.269008	0	12
C11886	109.417101	1	1219.85	878.7	341.15	172.656204	1	1	0.75	0.083333	2	23	5000	2250.036431	180.605564	0.5	12
C11887	4624.411724	1	2537.67	1774.91	762.76	0	0.916667	0.75	0.666667	0	0	39	7000	1045.881353	1194.290831	0	12
C11888	491.605909	0.909091	747.55	0	747.55	0	0.818182	0	0.818182	0	0	9	2500	282.956764	189.443558	0	11
C11889	5329.815675	1	674.85	501.85	173	1129.296969	0.666667	0.166667	0.666667	0.166667	6	24	5500	1390.662933	3999.109938	0	12
C11890	10.486808	0.363636	241.27	241.27	0	0	0.083333	0.083333	0	0	0	1	2500	557.897488	204.561603	0	12
C11892	4402.354047	1	0	0	0	2117.809244	0	0	0	0.25	10	0	5000	1030.120113	1162.586801	0	12
C11893	7283.579076	1	209.07	209.07	0	7545.629864	0.083333	0.083333	0	0.333333	9	1	11500	1543.541917	2818.721047	0	12
C11894	30.859227	0.545455	415.04	0	415.04	0	0.5	0	0.5	0	0	6	7500	485.108353	98.722488	0.545455	12
C11895	112.87035	0.818182	918.6	603.6	315	0	0.75	0.416667	0.583333	0	0	17	7500	1129.696171	177.258588	1	12
C11896	7390.19856	1	612.1	0	612.1	2735.148792	0.666667	0	0.666667	0.166667	2	25	12000	1920.45776	1795.652542	0	12
C11897	1274.142457	1	5219.95	2568.35	2651.6	0	1	0.833333	1	0	0	66	7500	3984.42893	3453.797867	0	12
C11898	644.112226	0.454545	638.61	0.01	638.6	0	0.583333	0.083333	0.583333	0	0	12	12000	2529.45977	227.892037	0	12
C11899	91.231825	0.636364	736.91	32.71	704.2	0	0.583333	0.083333	0.5	0	0	8	6000	960.373775	175.898057	1	12
C11900	915.717703	1	55.49	0	55.49	0	0.416667	0	0.416667	0	0	7	1000	1221.513652	10800.04619	0.083333	12
C11901	1216.594927	1	878.64	757.8	120.84	155.804123	0.75	0.75	0.166667	0.166667	2	20	1200	654.24428	1296.173027	0	12
C11902	5941.271179	1	279.36	0	279.36	905.982826	0.666667	0	0.666667	0.083333	2	16	6000	3140.402423	2949.001145	0	12
C11903	3817.693096	1	4974.27	3825.87	1148.4	0	1	0.25	1	0	0	33	5000	6752.531183	1468.156345	0	12
C11904	0	0	369.36	0	369.36	0	1	0	1	0	0	12	1500	431.443959		0	12
C11905	1276.941373	1	2196.54	1037.8	1158.74	0	1	0.333333	1	0	0	44	1000	1410.009813	3446.470208	0	12
C11906	8099.879299	1	2352	1161.47	1190.53	389.680166	1	0.833333	1	0.25	4	50	12500	1863.944131	1830.532435	0	12
C11907	86.694598	0.5	0	0	0	465.455995	0	0	0	0.1	1	0	1500	543.82992	64.977254	0	10
C11908	78.910866	0.909091	828.14	301	527.14	0	0.416667	0.333333	0.166667	0	0	9	2600	903.603701	519.561892	0.285714	12
C11909	52.776167	1	508.94	508.94	0	0	1	1	0	0	0	12	3000	478.833594	164.997774	0.4	12
C11910	109.140973	1	319.62	319.62	0	0	0.666667	0.666667	0	0	0	13	3500	597.96043	168.622192	0	12
C11911	2586.533933	1	400	400	0	0	0.083333	0.083333	0	0	0	1	3000	886.663668	939.459896	0	12
C11912	6668.440979	1	5596.11	2880.91	2715.2	2790.317276	1	0.583333	1	0.166667	14	110	16000	17068.96724	6687.965212	0.083333	12
C11913	2539.279598	1	820.42	820.42	0	879.324856	0.666667	0.666667	0	0.166667	2	19	3000	757.327536	686.941106	0	12
C11914	2154.354852	1	104	104	0	91.406322	0.090909	0.090909	0	0.090909	1	1	6000	732.471319	512.458262	0	11
C11915	2720.959921	1	66.49	0	66.49	457.611102	0.166667	0	0.166667	0.333333	7	3	3000	967.657856	1317.330243	0	12
C11916	693.643988	1	358.91	152	206.91	0	1	0.25	1	0	0	39	5000	338.79121	170.609681	0	12
C11917	3414.780266	1	0	0	0	8264.603438	0	0	0	0.181818	9	0	9000	718.95107	1160.439791	0	11
C11918	3478.070041	1	2465.92	1676.11	789.81	90.363202	1	0.75	1	0.083333	1	41	12000	955.30285	962.880942	0	12
C11919	6378.276044	1	0	0	0	4169.593183	0	0	0	0.666667	15	0	10500	1376.688305	1539.532191	0	12
C11920	33.07464	0.909091	286.4	231.29	55.11	91.341961	0.5	0.25	0.166667	0.083333	1	6	8500	435.600387	188.836554	0.3	12
C11921	366.68899	1	653.21	0	653.21	0	1	0	1	0	0	30	3000	276.166583	193.830954	0	12
C11922	245.17692	1	2481.64	0	2481.64	0	1	0	1	0	0	41	4000	2261.352187	176.531272	0.916667	12
C11924	786.483086	1	226.9	0	226.9	666.779555	0.833333	0	0.75	0.166667	4	25	1200	1391.068932	187.144712	0	12
C11925	7.03142	0.454545	502.33	424	78.33	0	0.416667	0.166667	0.166667	0	0	5	2500	844.120402	25.455716	0	12
C11926	4379.015578	1	996.64	860.5	136.14	3632.137219	0.916667	0.666667	0.416667	0.333333	4	27	14500	2034.929239	1064.251367	0	12
C11927	167.757298	1	320.72	0	320.72	0	0.916667	0	0.916667	0	0	20	1200	863.485864	186.52878	0	12
C11928	1199.555426	0.5	0	0	0	2831.836214	0	0	0	0.1	2	0	3000	707.767429	637.97592	0	10
C11929	5774.207136	1	2102.51	721.67	1380.84	3536.320402	0.916667	0.333333	0.916667	0.083333	7	37	15000	4711.567357	1308.759437	0	12
C11930	41.461969	0.272727	550.08	0	550.08	0	0.25	0	0.166667	0	0	4	6000	1104.875573	168.561947	1	12
C11931	1383.161918	1	0	0	0	55.212259	0	0	0	0.166667	2	0	1500	276.630198	504.836908	0	12
C11932	2572.878701	1	3975	3975	0	0	0.416667	0.416667	0	0	0	5	4000	2386.982592	667.024916	0	12
C11933	177.556406	0.818182	2228.35	1600.99	627.36	0	0.75	0.666667	0.583333	0	0	29	12000	1842.340524	110.44378	0.454545	12
C11934	538.995587	1	0	0	0	2156.577132	0	0	0	0.166667	2	0	1200	3303.660591	303.152869	0.111111	12
C11935	92.816307	1	345.66	45.65	300.01	0	0.75	0.083333	0.75	0	0	10	1000	383.914659	192.645506	0.25	12
C11936	1247.423771	1	0	0	0	503.562164	0	0	0	0.166667	3	0	1500	721.897274	273.128967	0	12
C11937	911.298036	1	954.15	425.35	528.8	0	0.833333	0.25	0.666667	0	0	12	1200	283.608489	282.489805	0	12
C11938	98.427228	1	389.24	0	389.24	0	0.666667	0	0.583333	0	0	11	8500	371.314009	178.045751	0	12
C11939	989.993863	0.909091	0	0	0	1110.807913	0	0	0	0.181818	7	0	1200	240.088742	283.359039	0	11
C11940	69.352136	1	636.15	0	636.15	0	0.833333	0	0.75	0	0	16	10000	837.801642	193.410391	0.333333	12
C11941	12.029327	0.272727	581.21	0	581.21	0	0.333333	0	0.333333	0	0	11	4000	1333.87748	32.779615	0	12
C11942	1265.781431	1	1585.79	1257.32	328.47	0	1	0.416667	1	0	0	22	3000	338.977714	399.110239	0	12
C11943	3682.768495	1	1194.15	987.59	206.56	1074.785954	1	0.25	0.916667	0.416667	10	52	4050	2121.026757	1837.003889	0	12
C11944	210.993146	0.818182	90.51	90.51	0	0	0.083333	0.083333	0	0	0	1	6500	1240.766161	230.983088	0	12
C11945	3171.17541	1	109.16	0	109.16	4586.702891	0.083333	0	0.083333	0.333333	10	1	6000	598.08223	1307.447265	0	12
C11946	311.121985	1	744.09	689.09	55	0	1	1	0.166667	0	0	19	7500	652.002188	171.056157	0	12
C11947	3310.573808	1	717.14	649.14	68	0	0.5	0.333333	0.083333	0	0	7	12500	1372.959063	775.796181	0	12
C11948	408.948673	0.272727	0	0	0	1871.859929	0	0	0	0.083333	1	0	10000	3902.376688	124.094651	0.090909	12
C11949	131.342635	0.636364	1160.65	1160.65	0	0	0.5	0.5	0	0	0	8	13000	1113.408654	93.234625	0.3	12
C11950	365.005559	1	421.04	341	80.04	0	0.333333	0.083333	0.333333	0	0	6	4000	1386.413639	110.535797	0	12
C11951	26.599993	0.545455	329.38	23.65	305.73	0	0.333333	0.083333	0.25	0	0	7	10500	1034.7342	222.733821	1	12
C11952	1117.461472	1	0	0	0	1377.191285	0	0	0	0.714286	11	0	1500	171.694194	149.40891	0	7
C11953	26.216029	0.545455	615.16	0	615.16	0	0.833333	0	0.833333	0	0	44	14000	1560.047704	81.334001	0.363636	12
C11954	1106.697298	1	1260.13	1260.13	0	0	0.2	0.2	0	0	0	3	6500	1556.574701	238.440314	0	10
C11955	2205.471982	1	3278.42	1640.05	1638.37	0	1	0.666667	1	0	0	147	6000	2726.198575	966.350823	0	12
C11956	1722.910058	1	45.45	45.45	0	1654.212185	0.083333	0.083333	0	0.416667	5	2	4000	511.525617	439.577818	0	12
C11957	1672.969871	1	0	0	0	74.812657	0	0	0	0.083333	1	0	2100	341.940624	754.672615	0	12
C11958	1333.896193	1	233.31	0	233.31	1432.955059	1	0	0.857143	0.285714	3	7	1500	310.700827	298.330185	0	7
C11959	1329.826951	1	1304.96	1304.96	0	18.427395	0.25	0.25	0	0.083333	1	7	7500	625.414678	402.131301	0	12
C11960	117.063942	0.909091	1035.05	64.9	970.15	0	0.75	0.083333	0.666667	0	0	10	3000	1336.493092	154.164663	0.777778	12
C11961	559.151424	1	94	94	0	0	0.25	0.25	0	0	0	3	5500	254.733329	218.279194	0	12
C11962	10.160744	0.636364	82.04	0	82.04	0	0.5	0	0.5	0	0	6	2000	139.914571	153.668941	0	12
C11963	5206.452425	1	0	0	0	3256.756231	0	0	0	0.375	6	0	9500	996.182712	1093.098388	0	8
C11964	2623.967336	1	3005.89	2438.85	567.04	0	0.916667	0.75	0.75	0	0	40	5500	1245.201203	679.379333	0	12
C11965	2297.324675	1	4474.43	3544.31	930.12	1508.526487	0.916667	0.75	0.416667	0.166667	3	44	5500	9481.484058	846.555233	0.083333	12
C11966	7248.040967	1	0	0	0	3990.963781	0	0	0	0.666667	24	0	8500	2645.690806	2530.438744	0	12
C11967	1917.977989	1	0	0	0	6022.786892	0	0	0	0.083333	1	0	6500	7189.695757	626.075406	0.166667	12
C11968	206.376314	1	1886.21	1230.31	655.9	0	1	1	1	0	0	65	3000	2089.598011	170.955794	0.083333	12
C11969	5283.566994	1	202.31	116.09	86.22	1564.285475	0.333333	0.166667	0.166667	0.666667	17	5	9500	1384.838966	1266.931932	0	12
C11970	102.055178	0.727273	999.19	586.29	412.9	0	0.583333	0.25	0.416667	0	0	16	7500	2181.215224	148.095996	0.875	12
C11971	3360.689054	1	794.1	0	794.1	8095.180408	0.833333	0	0.75	0.666667	10	10	9500	4897.570343	1460.924018	0	12
C11972	1046.787477	1	517.08	282.6	234.48	0	0.75	0.333333	0.583333	0	0	13	1200	477.482016	345.156866	0	12
C11973	869.091492	1	438.22	263.5	174.72	0	0.416667	0.25	0.166667	0	0	6	3000	336.521212	381.780101	0	12
C11974	5292.905315	1	5539.68	2603.79	2935.89	0	1	0.916667	1	0	0	273	6000	3597.677582	3838.484817	0	12
C11975	1856.325339	0.818182	670.5	516.9	153.6	5603.126858	0.545455	0.272727	0.363636	0.727273	107	9	7000	9221.922948	537.180986	0.142857	11
C11976	127.240494	1	760.36	89	671.36	0	1	0.083333	1	0	0	17	2500	371.387459	176.24916	0.090909	12
C11977	2282.814895	1	1522.72	1059.38	463.34	1905.919704	1	0.833333	1	0.25	3	38	9500	4419.287987	613.846694	0	12
C11978	859.07875	1	0	0	0	909.986628	0	0	0	0.166667	2	0	3500	1408.880515	244.822266	0	12
C11979	5403.208353	1	1085.85	1025.19	60.66	1252.18184	0.5	0.5	0.166667	0.583333	18	19	6000	1572.554124	1921.636378	0	12
C11980	1941.539209	1	1366.74	95.94	1270.8	0	1	0.083333	1	0	0	20	6300	495.133413	500.750411	0	12
C11981	5418.305735	1	0	0	0	5051.791781	0	0	0	0.666667	29	0	8000	1476.335057	1555.563621	0	12
C11982	11955.30817	1	0	0	0	2108.302563	0	0	0	0.666667	22	0	13000	3933.35535	5601.587776	0	12
C11983	1224.513636	1	529.34	186.03	343.31	1108.666511	0.833333	0.166667	0.583333	0.25	6	17	1200	467.463129	856.600588	0	12
C11984	817.793943	1	478.28	189.03	289.25	945.547556	0.545455	0.181818	0.363636	0.090909	1	7	2400	635.314875	259.501896	0	11
C11985	4382.112084	1	294.75	0	294.75	4945.02074	0.75	0	0.75	0.916667	25	11	4000	6445.786897	6059.764322	0	12
C11986	9264.786223	1	0	0	0	4158.61262	0	0	0	0.333333	5	0	9500	2535.922657	2245.846623	0	12
C11987	6512.478876	1	98	98	0	3320.07679	0.125	0.125	0	0.875	52	1	7000	1304.362846	1642.26745	0	8
C11988	31.941802	1	417.96	0	417.96	0	1	0	1	0	0	13	2000	472.60055	175.276653	1	12
C11989	30.863497	0.818182	143.36	0	143.36	736.547491	0.666667	0	0.666667	0.416667	5	8	1500	1377.984542	123.057328	0.75	12
C11990	1469.720674	1	0	0	0	170.376441	0	0	0	0.333333	5	0	1500	395.486928	513.397785	0	12
C11991	332.888212	1	419.56	74	345.56	0	1	0.25	0.916667	0	0	26	3000	473.166128	193.267629	0	12
C11992	2421.943818	1	612	76	536	2197.163192	0.916667	0.083333	0.833333	0.416667	10	14	2500	2483.286273	1036.05709	0	12
C11993	2200.566765	1	296.4	0	296.4	0	1	0	1	0	0	12	6000	631.025111	487.037113	0	12
C11994	1719.310566	1	0	0	0	259.91508	0	0	0	0.166667	2	0	1950	458.841298	601.121867	0	12
C11995	2247.126627	0.5	0	0	0	6634.23196	0	0	0	0.4	12	0	7000	316.025009	1206.81646	0	10
C11996	1663.967468	1	0	0	0	2123.721395	0	0	0	0.333333	9	0	2500	1566.483167	391.114652	0	12
C11997	1402.776239	1	0	0	0	36.202957	0	0	0	0.181818	2	0	1500	152.324616	3244.712702	0	11
C11998	9459.138771	1	878.11	159.91	718.2	5247.419951	1	0.25	0.916667	0.5	8	16	15000	1987.085155	2931.217581	0	12
C11999	4626.278301	1	0	0	0	9579.677222	0	0	0	0.5	9	0	5000	613.553141	633.691762	0	6
C12000	113.703142	0.363636	0	0	0	498.463933	0	0	0	0.083333	1	0	6500	851.637227	179.172425	0	12
C12001	168.539199	1	176.73	109	67.73	0	0.333333	0.083333	0.166667	0	0	4	5000	197.074177	173.057909	0	12
C12002	662.022698	0.875	280	280	0	2276.320971	0.125	0.125	0	0.25	2	1	3000	1914.038297	129.180504	0.142857	8
C12004	1302.78269	1	45.65	45.65	0	0	0.083333	0.083333	0	0	0	1	1500	351.864266	5104.500905	0	12
C12005	517.118528	0.5	280.24	280.24	0	1295.246094	0.125	0.125	0	0.25	2	2	11000	6684.559773	77.662523	0	8
C12006	5598.864288	1	7194.53	6678.26	516.27	14200.89313	1	1	1	0.833333	37	69	15500	12487.36815	2074.900111	0.083333	12
C12007	6537.800686	1	1885.94	75	1810.94	2099.802521	0.916667	0.083333	0.916667	0.416667	6	29	8500	1625.320799	1608.307521	0	12
C12008	1308.302091	1	918.67	918.67	0	0	0.583333	0.583333	0	0	0	22	1800	258.034145	376.716571	0	12
C12009	1009.062757	1	702.4	265.6	436.8	0	1	0.25	1	0	0	28	7500	1184.723606	245.887258	0	12
C12010	8.286935	0.727273	125	0	125	0	0.833333	0	0.75	0	0	10	3000	125.140043	82.820029	0.2	12
C12011	151.006318	1	1455.97	412.69	1043.28	0	0.916667	0.333333	0.833333	0	0	39	1800	1380.904206	156.994712	0.363636	12
C12012	2062.665478	1	518.17	71.9	446.27	1257.241177	1	0.166667	1	0.333333	12	35	4000	1049.378278	1100.812257	0	12
C12013	3666.676179	1	0	0	0	2461.891684	0	0	0	0.583333	19	0	4000	674.881553	1362.230185	0	12
C12014	1764.908055	0.727273	0	0	0	1552.832951	0	0	0	0.25	6	0	3666.666667	5126.650633	654.751791	0.125	12
C12015	2919.796228	1	217.9	118.9	99	0	1	0.083333	1	0	0	25	7500	832.687649	764.627545	0	12
C12016	1925.094714	1	5189.51	3609.24	1580.27	0	1	1	0.833333	0	0	102	7500	5851.06442	492.87619	0	12
C12017	5291.221238	1	2090.47	1965.41	125.06	1153.665768	0.5	0.5	0.416667	0.25	3	21	15000	1718.461993	1495.799354	0	12
C12018	107.13002	1	15.4	15.4	0	182.66132	0.083333	0.083333	0	0.333333	6	1	200	255.103798	198.933162	0	12
C12019	124.285688	1	662.4	108.71	553.69	0	1	0.222222	0.888889	0	0	23	1000	367.258695	134.119873	0.428571	9
C12020	6727.539699	1	711.72	617.4	94.32	6498.711722	1	0.916667	1	0.416667	12	23	8500	1303.904127	1834.59712	0	12
C12021	3007.470055	1	102.48	0	102.48	0	0.583333	0	0.583333	0	0	28	3000	561.592591	1691.887852	0	12
C12022	5715.854635	1	2173.99	1556.19	617.8	0	0.666667	0.583333	0.5	0	0	33	8500	1828.965006	1313.883915	0	12
C12023	274.038592	1	286.19	58	228.19	0	0.416667	0.083333	0.416667	0	0	7	1700	911.371697	179.244755	0	12
C12024	3476.603507	1	9683.28	7253.28	2430	0	0.75	0.5	0.25	0	0	15	12500	6084.947427	722.986478	0	12
C12025	1075.825135	1	32	32	0	1859.42106	0.083333	0.083333	0	0.666667	23	1	9000	2266.903508	385.237167	0	12
C12026	760.925748	1	360	0	360	3180.893742	1	0	0.888889	0.222222	4	9	5000	2312.470872	288.48652	0	9
C12027	51.427334	1	486.01	486.01	0	0	0.833333	0.833333	0	0	0	13	7000	544.044265	164.607409	0	12
C12028	1093.946163	1	0	0	0	18.482296	0	0	0	0.083333	1	0	1200	276.73092	283.18296	0	12
C12029	1630.620638	1	0	0	0	381.541722	0	0	0	0.166667	2	0	2100	1117.714796	459.782873	0	12
C12030	78.090426	1	243.48	0	243.48	0	1	0	1	0	0	12	1500	152.754759	157.90404	0.083333	12
C12031	3196.409012	1	2083.25	0	2083.25	0	0.75	0	0.666667	0	0	22	6000	641.03397	1268.590924	0	12
C12032	447.648987	0.363636	17.8	17.8	0	2429.819782	0.083333	0.083333	0	0.25	3	1	2500	9858.055448	737.68264	0.5	12
C12033	34.356451	0.545455	266.25	0	266.25	0	0.454545	0	0.454545	0	0	5	7500	338.565785	85.843124	0.5	11
C12034	1497.145968	0.875	0	0	0	4444.646515	0	0	0	0.375	8	0	2500	2986.36061	487.912459	0.166667	8
C12035	2156.616367	1	1695	0	1695	90.775238	0.333333	0	0.25	0.083333	1	10	2000	2194.901135	2095.016662	0	12
C12036	2023.72438	1	1103.86	253.99	849.87	0	1	0.25	1	0	0	34	6500	667.73252	537.415298	0	12
C12037	1454.551875	0.545455	0	0	0	3853.339512	0	0	0	0.25	10	0	4000	555.202392	693.582286	0	12
C12038	107.801738	1	922.64	876.3	46.34	0	1	1	0.083333	0	0	16	9500	912.762084	168.173968	0.181818	12
C12039	4333.59727	1	333.08	333.08	0	72.049232	0.416667	0.416667	0	0.083333	1	7	12500	1113.279765	1634.9904	0	12
C12040	49.869884	1	363.52	124.51	239.01	0	0.833333	0.166667	0.666667	0	0	11	9100	383.100848	175.869439	0.181818	12
C12041	0.001289	0.181818	96.12	0	96.12	0	0.833333	0	0.833333	0	0	10	1500	102.848649	0.019163	0	12
C12042	360.774263	1	2437.8	1788.3	649.5	0	1	1	0.5	0	0	30	7500	2204.789548	186.937922	0.083333	12
C12043	2675.418129	1	55	55	0	315.402389	0.083333	0.083333	0	0.25	3	1	3000	579.527874	1323.695647	0	12
C12044	2004.298844	1	1500	1500	0	0	0.083333	0.083333	0	0	0	1	3000	675.426241	672.964531	0	12
C12045	216.685655	0.545455	921.18	469.78	451.4	0	0.25	0.166667	0.166667	0	0	9	4500	892.146005	69.378949	0	12
C12046	7119.163663	1	1370.21	937.65	432.56	8527.393281	1	1	0.416667	0.5	10	18	12000	19143.03225	2618.798545	0	12
C12047	2720.458647	1	0	0	0	707.984403	0	0	0	0.333333	5	0	10000	1462.710828	748.95592	0	12
C12048	113.122729	1	987.23	0	987.23	0	1	0	1	0	0	17	2500	1081.54001	179.8235	1	12
C12049	610.678403	0.909091	3724.25	3301.53	422.72	72.477223	1	0.833333	1	0.083333	1	39	4000	6486.900601	173.296445	0.2	12
C12050	2097.470969	1	0	0	0	1546.052817	0	0	0	0.083333	2	0	3500	510.126277	558.162379	0	12
C12051	8435.192572	1	0	0	0	8419.83327	0	0	0	0.25	15	0	9000	10720.57047	3284.528716	0	12
C12052	1046.273731	1	420.89	45.65	375.24	0	1	0.083333	1	0	0	13	1000	616.193938	8289.636536	0	12
C12053	1590.712709	1	674.57	674.57	0	0	0.75	0.75	0	0	0	11	1600	830.768021	1017.533824	0	12
C12054	1513.075264	1	15704.04	12618.86	3085.18	0	1	0.916667	0.916667	0	0	185	3000	14399.70318	310.712671	0.916667	12
C12055	1683.116573	1	98	98	0	240.304769	0.083333	0.083333	0	0.166667	4	1	1800	554.101761	556.407341	0	12
C12056	2097.603234	1	963.21	963.21	0	0	1	1	0	0	0	11	2100	622.542212	1252.200387	0	6
C12057	1060.422892	0.818182	161.5	161.5	0	765.748489	0.166667	0.166667	0	0.166667	5	3	3700	2333.389981	475.983876	0.111111	12
C12058	3.03124	0.272727	37.65	37.65	0	0	0.083333	0.083333	0	0	0	1	7500	88.090034	56.690917	0	12
C12059	163.950974	0.777778	1014.21	264.42	749.79	268.071098	0.777778	0.444444	0.666667	0.111111	1	20	1500	938.36331	127.327376	0.6	9
C12060	2926.920514	1	1823.5	1686	137.5	236.898897	1	0.75	0.75	0.166667	2	23	7100	792.597997	1003.87006	0	12
C12061	1502.44469	1	0	0	0	152.14064	0	0	0	0.25	4	0	1600	404.150829	740.836747	0	12
C12062	74.825456	1	293.5	49	244.5	0	0.666667	0.083333	0.583333	0	0	11	1500	215.258602	138.420441	0.272727	12
C12063	398.341908	0.272727	0	0	0	3623.583341	0	0	0	0.083333	2	0	18000	7705.86499	166.965184	0	12
C12064	9355.739389	1	0	0	0	2286.927789	0	0	0	0.166667	4	0	10000	2335.88734	2531.968747	0	12
C12065	1644.496393	1	0	0	0	156.097738	0	0	0	0.083333	1	0	1950	542.414342	569.427263	0	12
C12066	8084.624525	1	0	0	0	4713.978717	0	0	0	0.583333	14	0	11000	1910.836769	3385.385063	0	12
C12067	1418.215497	1	1003.95	408.83	595.12	0	0.583333	0.166667	0.5	0	0	15	11000	2218.323066	454.602396	0	12
C12068	828.596569	1	1115	1115	0	0	0.083333	0.083333	0	0	0	1	1800	268.295902	289.110551	0	12
C12069	4232.350593	1	32.35	32.35	0	0	0.083333	0.083333	0	0	0	1	14000	1262.608728	1163.798856	0	12
C12070	1184.588701	1	704.4	0	704.4	61.069589	1	0	0.916667	0.083333	1	21	1200	810.831681	747.131941	0	12
C12071	3168.902659	0.857143	0	0	0	3854.441191	0	0	0	0.285714	6	0	4200	390.289118	935.43069	0	7
C12072	497.726827	1	1234.5	653	581.5	0	0.583333	0.333333	0.416667	0	0	14	3000	206.102367	382.086744	0	12
C12073	868.734126	1	463.01	373.65	89.36	546.682275	0.416667	0.25	0.25	0.166667	4	11	1000	254.635576	375.38376	0	12
C12074	996.619846	0.727273	581.8	520	61.8	0	0.25	0.083333	0.166667	0	0	3	8500	2088.919798	238.591204	0	12
C12075	498.761608	1	1159.15	119	1040.15	0	1	0.083333	1	0	0	28	4750	5978.807577	583.437092	0.083333	12
